date,user_id,session_id,channel_grouping,campaign,source,medium,page_views,unique_page_views,avg_time_on_page,bounce_rate,transactions,transaction_revenue,conversion_rate
2023-11-04,d6d85eb9-d699-4f00-868b-cb8d1bd58b07,3249590b-9005-4e11-bc60-56db0b93fe21,Social,Black Friday,facebook,social,6,2,49.74840410835516,0,1,165.887761909532,0
2023-11-01,d2057556-5381-4954-b4ab-1188b63fd216,8fa48661-3d05-4988-8451-9bd38a6b7ec1,Social,New Year Deal,facebook,social,5,2,221.2831851679804,0,0,131.14244796757106,0
2023-09-17,ef9c8a56-3c47-41e1-9df7-defb6e84fe74,ae8e9afb-2a7b-44b1-bc52-c166163e6312,Social,Summer Sale,facebook,social,5,1,78.18148884650385,0,0,162.65435404186303,0
2023-02-27,42ac40ec-008a-4df3-81e8-a72760b5211f,c9087417-20c1-42e7-bf56-e1046a65f46e,Organic Search,New Year Deal,google_search,organic,1,4,57.28567355791304,0,1,132.94524785450196,0
2023-07-31,2b87ecbd-b6e5-4e41-aef3-34a1827cec25,ca2e5b9e-d968-44c9-b8c1-0b0f522cc2a8,Social,(not set),bing,none,4,2,230.9176457786409,1,1,159.6550580831288,0
2023-04-28,88cdecf8-e5c3-42b6-bbe0-78e7dcbeb19f,c9e7d136-3f11-4108-95e1-a90850f50b89,Paid Search,Holiday Special,bing,cpc,5,1,138.1529628482271,1,1,185.39342956506718,0
2023-01-21,71246ae4-44b1-4d01-b9f2-9500ed29c6b4,25424dfe-92c2-4d5a-b939-dc92616fa266,Social,Black Friday,facebook,social,7,4,115.48662258796702,0,0,339.4781195864423,1
2023-07-23,33095b64-a43e-41d4-8f58-a1d10e53d6e9,e0f78ef3-a957-4b72-8c0b-709ea3ee66de,Social,Black Friday,(direct),none,5,1,27.696399098843855,0,2,268.1708218316505,1
2023-10-12,1c0bfd25-ff00-47a2-b8ee-25232b1b39ff,08b649d8-09ab-48e4-87ab-297df9b34181,Social,Black Friday,facebook,social,9,2,126.1381593989268,1,1,12.592642373921109,0
2023-10-21,97d8b9a9-1c4c-4896-a637-4d0bf80d1262,664386fd-8c9b-472e-982e-53b6b5a4df8f,Referral,Summer Sale,bing,none,6,4,79.32474531713838,0,0,433.9587232980883,0
2023-08-18,118a340a-3927-4b0c-96a4-95219e183abc,22c2da65-ca90-4208-b905-36ac7e8a7357,Organic Search,Black Friday,google_search,organic,5,5,177.12686768355684,1,0,315.27893359630394,0
2023-11-25,185d93e8-34f4-4cae-bb7e-7d13cbfd979c,ca2e9201-7ad4-4e28-a5ef-6f61fdc9cdaf,Organic Search,New Year Deal,google_search,organic,6,5,257.01060455706636,1,2,106.49914519213479,0
2023-11-27,b8575e13-c709-4289-9a7c-e89e57511e73,23bb0b2f-82dd-43b5-82c5-589d20bf14c3,Referral,New Year Deal,(direct),referral,9,3,248.09452221454478,0,0,219.55188564143484,0
2023-01-31,6aad82b1-9c31-4cde-972d-df2b5966a6bb,e1c96bf9-8f09-4cfb-9caf-7b956b933d2c,Referral,(not set),(direct),referral,2,3,164.18673852746338,1,1,79.18165775082747,0
2023-04-22,b011c01e-0d4e-48f8-9174-9870728b3b35,6e9d72e0-930f-4911-ae5b-502e848b6a05,Paid Search,Holiday Special,google,cpc,4,1,174.74622881533514,0,0,62.76103773158276,0
2023-08-23,1041faf5-9231-44cd-a5c3-776a2a28c047,ef357024-6038-4aac-a7c9-0779b53d4f3d,Paid Search,Holiday Special,google,cpc,4,2,118.60225544937546,1,1,196.49126614400225,0
2023-01-15,3ec45c66-5468-4cd7-9075-5a9de0da86e7,8a527e67-cd72-42b8-aa53-310638d705d5,Referral,New Year Deal,(direct),referral,3,3,187.69749356070082,0,1,0.0,0
2023-12-18,a4fca18d-fc7d-410f-a208-5570f17035a2,eb258c2d-0acb-4c6a-b505-e42a181debd1,Social,(not set),direct,none,2,1,53.19081616792266,0,1,200.6330562389837,0
2023-05-08,a05a5942-a48c-4db6-be5e-5af0399d082b,3ce38d6f-d783-4f5c-9e68-00cb799cf6e8,Paid Search,Summer Sale,google,cpc,6,2,164.2555170374707,0,1,178.78015971407612,0
2023-08-10,e0bde3f5-cb30-4246-943d-876e6956e249,680cf760-7f15-48af-8a86-804cedd7fc37,Organic Search,Black Friday,google_search,organic,3,2,78.65906377145589,1,1,229.1228557244101,0
2023-05-12,4f1d2406-1d8f-4639-9767-50acd4917091,58b04eb5-b494-464c-8c4d-a9c464283663,Organic Search,Black Friday,google_search,organic,6,3,196.69702811748886,0,1,74.40323251892815,0
2023-08-24,d4218208-401b-421d-8b74-be1e95d63a1d,602d8c0b-a0b8-414c-8e78-41bd56fe7398,Social,New Year Deal,twitter,social,3,1,113.02155255297477,1,2,206.71591329620364,1
2023-08-26,01bbb89b-302b-40d9-a9ec-30c24cb22588,833d5745-58c2-441e-9c00-e729d61d1b4b,Organic Search,Holiday Special,google_search,organic,1,5,69.51635261456525,1,0,205.85942220307317,0
2023-07-17,ff78c78c-4439-432b-9805-bbcedacb4e29,a5c743a1-511b-45ac-92ac-373762ad358c,Direct,Black Friday,google,none,8,4,78.25528380190572,0,0,322.99539611932175,0
2023-11-02,aaa17413-32e2-43a0-b429-c0b7c0a17aea,f42e509b-1ce8-4919-87ad-0ea7525cde7f,CPC,New Year Deal,twitter,none,9,3,53.918231985411836,0,0,295.7979392405686,0
2023-10-27,fb8bbd06-88d5-4840-b97b-370ccd85e694,06f5e9cd-6968-4d79-b1b1-a20837773c5e,Organic Search,(not set),google_search,organic,5,3,111.08860550458249,0,1,229.4468322134122,0
2023-05-06,37c53a39-7314-44a1-a10e-667d58800a41,1f9241f3-3a51-4c0c-a36c-139d90510bb0,Referral,(not set),(direct),referral,6,2,230.1593416727302,0,1,248.97262196898455,0
2023-07-17,4d101216-0cb1-47db-b101-97559b9a0a49,c02ca3ff-8aaf-438c-8974-b0b448ff75d7,Paid Search,Black Friday,google,cpc,9,2,173.80055017971273,0,0,250.59571663155225,0
2023-08-30,2f16b66e-58f9-4b30-81e7-8428f4492047,8954f2c1-5450-482e-983d-d8d4bec49228,Organic Search,Holiday Special,google_search,organic,6,1,220.30714120842717,1,0,142.44075492855256,0
2023-06-12,bc3ff3bb-8696-46b0-beab-0280c0fb8235,7d65973f-1b88-4e14-b840-b224bc22ac4d,Social,Holiday Special,facebook,social,8,5,209.1755156934911,0,1,300.4127526867252,0
2023-05-17,28cc02b0-1e78-4d1c-9325-e5396e268d18,3cc2de99-132a-48ae-a999-51a125c29a04,Paid Search,Black Friday,google,cpc,6,3,53.76594590951726,0,0,53.39711005592724,0
2023-11-24,0c17e48a-1a65-4174-9156-e3ca4bd0cb3d,a37429ea-3281-4339-b9d4-3b8f4e3cf187,Referral,Summer Sale,direct,none,8,2,233.33603606499827,0,2,0.0,0
2023-06-19,a551086d-ca4a-4747-8c70-4e476534cb11,94993f7c-6100-42bb-a3f2-861cbc95bb6b,Referral,Black Friday,(direct),referral,5,4,152.95739597868874,1,1,379.5601662298224,0
2023-02-11,77a15830-088f-4045-b9c6-288dc708d688,64345497-a8a5-4b55-8546-dbbdf38ee471,Direct,Black Friday,google,none,5,2,201.69753955816833,1,2,221.20039536779677,0
2023-07-19,5061ef3a-a04a-4a88-92b1-467357f5c841,2a52a3d5-ffbc-4f8b-a0ea-5d34a955ee7f,Organic Search,New Year Deal,google_search,organic,6,2,105.06114675304633,0,0,212.015596597753,0
2023-04-04,7dbfbb47-b39e-48ba-8aa0-db09f092591d,e89f0ab9-7377-4ea7-9a87-897d4e4b6bab,Organic Search,Holiday Special,twitter,none,1,1,205.22197876768365,0,0,75.02572037636469,0
2023-09-13,2ac64b39-d03f-4d8c-9549-85898b391ed2,337311a1-1b8a-413e-b8ca-ccd256fd2883,Referral,(not set),facebook,none,2,1,225.74755418667075,0,1,287.0399222313051,0
2023-08-08,91a88cab-96f2-47f9-9596-b7ba4ce76b07,84114b42-b9a0-438c-97cf-76e5d0ce072a,Referral,New Year Deal,(direct),referral,8,2,10.0,0,0,0.0,0
2023-03-06,369c2c8e-ab26-4e1a-9f2e-4facee2aa264,eebf37b9-b8ca-44a3-9ba5-82c66f0d7f96,Referral,Summer Sale,(direct),referral,8,3,211.24642094157537,0,1,10.265549112627824,0
2023-09-27,3ae07862-88f5-4eff-ad37-b08d62e82f12,ea0145a4-5a24-48ad-a47d-47d57ecfddc8,Social,Summer Sale,facebook,social,6,2,160.51847851268414,0,0,197.4599907798601,0
2023-07-26,1c669fde-686c-4e1b-89e8-56ea6aa2ede3,499286de-7f58-4b3c-abf0-eab7c9db9afb,Organic Search,Holiday Special,bing,none,2,3,219.28263257075406,1,1,322.4305542992562,0
2023-04-14,0be02fb3-f59f-4da1-904c-3c23a9a6b19c,1a69d467-93b0-4076-8630-11c616e24aa2,Organic Search,New Year Deal,google_search,organic,8,2,226.32279273794956,1,0,145.94771467874406,0
2023-05-24,0107910d-1803-4ac9-a18a-3998179565e7,69ec9637-c134-489a-a9a6-1bc32c2c3b5e,Paid Search,Holiday Special,google,cpc,5,4,65.21513125703376,0,1,238.46679295515975,0
2023-12-19,3dead1f7-5743-4cab-afff-24ce7f51c6b1,d0b21bea-d9cf-488f-a1b2-239d52bc4ffd,Referral,Summer Sale,(direct),referral,2,2,182.25086858115455,1,0,138.27524381166958,0
2023-10-06,1c3695a3-961f-4a4c-aefa-bbf6a6ee2f0c,e9681fba-09d5-4d6f-a731-dcf690f176ef,Organic Search,Black Friday,google_search,organic,6,2,137.7584340051878,1,2,181.28204356421833,0
2023-03-16,5a642973-58a1-4bd9-b34a-0f7f96fee512,45312634-bdab-4105-b361-b2a1f3ac20f7,Referral,Launch Promo,(direct),referral,7,4,133.6664963690736,1,0,152.74515846881621,0
2023-02-18,3a4e3df6-fb1a-4271-80ba-e4e6bb2ace7d,447cabda-e030-4c22-b701-ed0b84656f41,Referral,(not set),(direct),referral,7,1,200.46399959826314,0,2,119.08362091891851,0
2023-06-18,21e8d09f-0fd6-4d4a-980f-54f015154a8f,883388f6-3b01-41ae-90e1-5c146580cbd5,Paid Search,Summer Sale,google,cpc,4,3,141.03830710613278,0,2,427.95684557992587,0
2023-08-22,ea30914f-68bf-496b-9522-dbc08047750c,aa4aae27-c689-4570-b048-eae43f61f4ee,Referral,Black Friday,bing,none,3,5,132.4628669229621,1,0,146.80486609639283,0
2023-10-03,3cee1aa1-388c-4a71-8c7d-a7e8f3933220,ca0d4419-2a6e-472d-82a5-50a3fcc78bfe,Organic Search,New Year Deal,google,none,1,3,240.2150577097081,0,1,34.96169394204841,0
2023-11-30,e849e210-28fa-468c-b4e6-5f0e0240aa57,3c711799-eb64-41c2-beea-852202d56399,Referral,New Year Deal,bing,none,8,3,71.59663773101322,1,2,160.65374938199835,0
2023-08-05,840e3b9f-50f1-4715-b51d-d94fe7132161,4361994f-5530-453c-902c-01036243b7a3,Social,Holiday Special,facebook,social,5,1,191.40000399392326,0,1,27.630629553918567,0
2023-11-04,2ba7b786-265d-4aaa-aae7-d6f533bc44df,1c74cea2-1476-420c-8904-82c901640c74,Paid Search,Launch Promo,google,cpc,9,4,181.3381860671524,0,0,212.08988444906316,0
2023-12-12,47494c20-9444-4063-96ba-04971954d172,0e64271d-36cd-4adc-bc4c-89bf04a3c981,Referral,Launch Promo,(direct),referral,4,1,127.51775618180619,0,2,229.27596651400694,0
2023-10-22,8ae4f1ab-24d6-40af-9fc5-2e73ab70c4b8,2e23f6d4-629b-4fec-8ac0-ab7632bd5827,Social,(not set),facebook,none,9,2,269.62104004684164,0,1,96.28159217147913,0
2023-08-04,2bd13de8-3863-4270-9308-6ed6ddc5a7f4,3f644dd9-9ec5-4758-a774-ff569e3df683,Paid Search,Holiday Special,google,cpc,1,3,133.7961058750928,0,0,0.0,0
2023-11-09,ca4ef3ac-7af2-47af-af12-8f16c661cb7d,b64115ac-e735-479e-b238-88b852c3469c,Social,Holiday Special,facebook,social,5,4,173.20519730329207,1,0,214.31978218417458,0
2023-04-08,6fa81a64-dfb1-414e-be5c-4a15ccd4d195,93322a4d-d451-4684-80b1-89255b047635,Social,Black Friday,facebook,social,2,1,205.5424661518527,0,1,0.0,0
2023-06-07,a57bcd2b-51a1-45f0-a7a0-8918146574c5,7aa22242-bb25-46dc-aaee-eb7b9da5d7f1,Social,Summer Sale,facebook,social,3,3,235.60908525682368,0,2,0.0,0
2023-04-22,503f18e9-b144-458a-ba95-107588673904,e17e8e97-b888-4231-9806-78cd2f8c5027,Social,Holiday Special,google,none,1,4,180.79716570353446,1,2,172.24146014090246,0
2023-03-17,b7c98ca1-df39-4abd-9c07-75d248e3f12c,4d4c083c-3587-4856-bd8e-1ddc4487adbe,Social,Black Friday,facebook,social,3,2,118.13456324656646,1,0,248.54551000026328,0
2023-11-17,d4f1f2e6-91b0-4286-8b8f-9913f7781c4a,6c06159c-6e1e-4b9b-b74a-f2640c9783f6,Organic Search,Black Friday,google_search,organic,9,5,282.1553531438571,1,0,171.4558672186668,0
2023-07-20,16112e8b-c789-4bdb-9e58-53fdc0816676,d799731d-138e-42f7-8ed7-d2ca9a1b6007,Referral,Holiday Special,(direct),referral,3,1,90.68752400465732,1,2,82.35084869842959,0
2023-07-15,c19034bd-229a-47d4-b5c7-8fbd76b6da9e,a485f93f-8e41-4c1f-8712-571a09f94267,Paid Search,Black Friday,google,cpc,7,4,53.86571240254928,0,0,179.9225510406719,0
2023-09-16,501f2e5e-a974-4fdf-afaa-1571c812cc05,4ee6400a-470e-44e1-9f7c-a29fe6631171,Social,Summer Sale,facebook,social,1,2,107.49869332993914,0,0,51.07315192358648,0
2023-04-06,4fe39550-b1d0-4f41-a688-2000325075ab,6b40e66e-84b5-4879-b126-31a7875626fa,Social,New Year Deal,facebook,social,10,3,21.236203149021975,1,1,291.0150416539627,0
2023-04-10,ace26273-179f-400d-84c1-4f43991e7bb9,050c7ee6-2900-4f70-8c3b-a6e0026c3ff7,Referral,Summer Sale,direct,none,4,1,81.76946069152903,0,0,154.55340365493953,0
2023-09-09,31a1f4ec-9686-4b08-8a1d-3b72e53c50b8,fb6c4bfe-4c8b-4fe2-bee0-b29331e47178,Social,New Year Deal,twitter,social,7,1,101.5562722095653,1,1,72.95857988262725,0
2023-05-29,f64a5ea2-732d-488e-b01e-50665f5d68e7,7f059e8d-df6e-4fe5-b3a9-50952a54fda9,Paid Search,Summer Sale,google,cpc,8,3,190.460247062324,1,0,293.7518682038555,0
2023-09-07,7446dabf-3a08-4cfd-b897-8004efd8a574,68fac711-d48f-4f82-bc55-dcf7534f8225,Social,Launch Promo,facebook,social,3,2,161.0484132349845,1,1,179.16515950660886,0
2023-07-06,24b4dc07-dfae-4fb6-8b8d-900ddcae2048,76d24017-5dc9-4261-bc86-a628bdb03990,Organic Search,Launch Promo,google_search,organic,6,2,67.43425589934795,1,1,214.82691504905006,1
2023-07-12,943fae0f-b15e-4150-ac0d-8baa44d8efc8,928f65cd-dce4-41af-b314-8a1232562f27,Social,Summer Sale,facebook,social,4,3,142.3366347134334,1,1,53.20040712525267,0
2023-01-23,fe19779c-9759-49ae-8492-fd691ecb5e31,6fb105d8-ea58-4dd4-bf59-aeaff0f66db0,Organic Search,Launch Promo,google_search,organic,3,2,108.79149408511762,0,0,0.0,0
2023-06-27,773c91ba-aabd-4170-bb91-f512a7abed0f,f71fdeb5-6987-4015-902c-6f44ad8f49ef,Social,Black Friday,facebook,social,1,2,184.9935993419675,0,1,374.00185106823864,0
2023-07-14,b0b6aeaa-840a-4e60-95ec-74581f6e4bc6,1c22f6c7-7572-4d38-8d99-ab50769b7c7c,Referral,Launch Promo,(direct),referral,4,1,37.002047939778336,1,1,134.55864121058025,0
2023-10-23,9590b9f5-a8c6-4c69-a74e-f110dd8abbc5,1c1fc454-9b44-460b-b584-9e18e9868ae7,Organic Search,Black Friday,google_search,organic,6,1,187.2098985342272,0,0,267.6777914177204,0
2023-12-05,618089c9-5025-4067-8220-9ac0f64703e2,a0eeaec7-bc36-47f3-8283-cf4dc2377d3e,Referral,Launch Promo,(direct),referral,7,2,37.68473642504868,1,1,0.0,0
2023-03-23,405f5e30-4a28-40bb-a040-486fd937e080,63ecc304-faf8-4d30-98a2-8f497a6b2e87,Organic Search,Launch Promo,google_search,organic,5,2,59.068970737381804,0,2,140.07241717598174,0
2023-03-24,fe8daf0f-31b5-4bf9-9a71-1ff93b03ba1d,48cb1fdb-3cce-4cf4-8e59-c3657fa439ff,Referral,Launch Promo,facebook,none,6,1,17.230349236029326,0,1,56.01425228684273,0
2023-02-03,9677729c-3e06-422f-b593-05a5bf4d239a,f214b41c-015b-4d47-826b-d097b07634b6,Social,(not set),twitter,social,5,2,132.3531522453389,1,0,141.43971200739878,0
2023-01-26,3416733b-8dab-4e65-a10a-06039a8b7ba0,a5ef2006-1e4c-4650-9524-1dea9330ab39,Social,New Year Deal,(direct),none,3,2,10.0,0,1,0.0,0
2023-04-14,b8391392-9af4-43a8-8132-f8bcf8cdb855,e8446d2c-c157-4e84-975b-400f5b8f54f2,Direct,Black Friday,(direct),none,1,4,300.0,1,0,10.128967786712153,0
2023-09-08,2b917218-091a-40ec-8d8b-e9f169359366,b5e1c3e1-577c-4707-a089-9978b2f8ca63,Paid Search,Black Friday,google,cpc,3,4,90.98913971236803,0,0,87.22831995449735,0
2023-11-20,2d1fac51-f51f-47be-9d26-b929307d9316,cce6614a-6fcb-4c89-b1f8-2e70e6de919b,Social,Black Friday,facebook,social,1,1,169.66562440572517,0,1,53.87226162669705,0
2023-09-01,15feda8d-0fc7-43e7-a49e-1e98892af47f,7a4fdb41-4b06-4829-bfc6-afde0e148e70,CPC,Launch Promo,facebook,none,7,4,237.14360010698596,0,1,113.23628379758792,0
2023-11-08,233f3174-b733-42ea-9a53-dd23c1edfc8e,998a6603-dd0a-4c2b-b6e3-3a49076b65df,Organic Search,Launch Promo,google_search,organic,10,2,92.18318254241035,1,1,0.0,1
2023-08-29,32904e87-c2dc-4ae5-900c-866b2548f1d7,21b15684-3300-4546-9d9f-4a388f0dd7f1,Social,Summer Sale,facebook,social,7,1,245.11383835577954,0,1,147.62375917130842,0
2023-04-04,ad63a5ff-11a6-4625-9328-da5de08b9768,fe59f306-a532-4615-be81-6c7f9e374ec3,Paid Search,New Year Deal,google,cpc,4,3,180.307571745877,0,0,84.73320858175515,1
2023-04-06,8e8e3ec4-6e33-4d70-a905-68f919dbcdb7,540103ee-c4a2-4918-97df-249b6f312960,Direct,Summer Sale,bing,none,5,4,57.74744003436132,1,0,78.98984902036327,0
2023-03-24,e01e20f4-d3b0-4df5-b20e-98f414906f7d,405c5cd7-51a1-463e-8870-24b1c53bd07a,Paid Search,New Year Deal,google,cpc,8,3,61.31219208443481,0,1,174.76654618921438,0
2023-08-29,0b65e3f9-c563-430f-9255-18a5e4c15c8f,33702aac-3964-44f6-8118-16375221e5f5,Social,Holiday Special,facebook,social,3,1,14.943356470092056,0,2,0.0,0
2023-02-15,0858f388-9f3e-4cf0-bef8-d8c3ad4b375d,48518406-7e93-4731-8500-5dee50772d0e,Social,Black Friday,facebook,social,5,5,130.64469472746552,0,0,0.0,0
2023-06-30,bb9c1cb5-dc6c-40c1-b93c-6cd5640cddc2,07f3887a-151a-4a7c-9e2d-5860d0b63623,Referral,(not set),(direct),referral,1,4,100.73136407585959,1,2,223.4228354154747,0
2023-01-09,3b9ada60-17d5-4074-a089-a82967430f1d,b0bd6028-2dd4-4520-a72b-16673f06a1e6,Social,Launch Promo,facebook,social,2,4,34.72589265972964,1,1,0.0,0
2023-03-24,91585111-f7c8-482e-94b2-c9de7fa1600f,6c3c8855-363d-467d-97bf-99f7ca8140d3,Social,Black Friday,facebook,social,3,1,300.0,0,0,320.04832316028075,0
2023-03-20,cd75d9c1-afb3-49d9-9528-5b72b851f983,2323e7ef-6fbd-4450-a5e2-61f46bf5bf7d,Social,Holiday Special,facebook,social,6,1,114.86838910920538,1,0,146.6557847674333,0
2023-11-11,5257cb6b-3343-4116-97d0-1e3e0e0eeddb,13488ae0-b2ce-4b68-8673-b587ad3638c4,Organic Search,Summer Sale,google_search,organic,3,5,261.0473696532376,0,0,59.39028584153118,0
2023-05-31,0e54fb7f-2015-4024-9119-19f420185040,193a7f22-b022-45d7-abc2-a3ba0155ee42,Paid Search,Holiday Special,google,cpc,6,3,93.75511815092537,0,2,135.43664277721908,0
2023-06-20,0aa07a3f-7e5c-4918-b28c-e22f726b1082,8ad963fe-f64d-45fc-b8c6-2398a3e462bc,Paid Search,Holiday Special,google,cpc,5,3,172.4593251220815,0,0,211.92086697234902,0
2023-01-12,226eecb6-f6ea-4b99-8ea7-863e117efbf7,3621c921-2509-4842-a6ef-1dc48171a124,Referral,Holiday Special,(direct),referral,9,5,166.19383048255713,1,0,119.6201702428564,0
2023-05-04,e6fec65a-394a-4b4f-b190-4512aec48c7a,8365c9d9-2d70-4d4a-9a66-773f852d581b,Social,Launch Promo,(direct),none,2,1,92.79846489971925,0,1,176.14996638433794,1
2023-07-26,7aa6251f-977b-4343-baea-04e3d48fd634,84bdd642-09e6-4a2d-875f-3f34366d6fea,Social,Launch Promo,facebook,social,1,3,198.12782184283654,0,0,277.4069325852597,0
2023-12-14,15d5c155-5ea6-420f-9c60-36e0dab03334,3f4cd9b3-e607-49ce-bb83-531acba67025,Organic Search,Launch Promo,facebook,none,1,1,90.5903244316014,0,1,152.84526144662755,0
2023-07-09,5746943e-23e1-448c-9fb8-3ab904e25927,0cdc85c1-56dc-411e-bc1a-220f4e22c030,Referral,Summer Sale,(direct),referral,4,1,60.41428130860848,0,1,290.78585017868426,0
2023-07-20,2bcb1f1a-61cd-40c4-824a-c833e64b6d3d,2d868c0c-821b-42ad-9e09-f6a0c1ddde1c,Paid Search,Launch Promo,google,cpc,8,3,214.2867359992968,1,2,0.0,0
2023-03-13,c9e02f41-a82a-48df-be13-f8c1fb3459ea,85cf3fcd-27c3-4664-8409-2f29f86df219,Referral,Holiday Special,(direct),referral,5,1,284.31226487392803,1,0,314.2205358154398,0
2023-07-16,0967ac08-373a-456d-aac7-763843e57ff0,c229ef59-6f2a-462c-a7f3-c47545a62ee8,Referral,Holiday Special,(direct),referral,6,1,204.1864374016424,0,1,5.657926844861194,0
2023-02-04,777af43c-9253-4a27-b097-4461e959d9f9,52e94319-72ae-4619-a89d-8e727294577e,Paid Search,Launch Promo,google,cpc,4,4,197.56206498466864,0,1,107.92231001582955,0
2023-02-08,48588ee7-a018-441e-b98a-1bfb9c629ea4,4ccaa063-2170-43bf-b302-0bb480222f23,Social,New Year Deal,twitter,social,5,2,101.71809499604005,1,0,132.25136992387468,0
2023-05-26,41e3e71a-0f35-48b7-85e0-f744ffcdfc16,b1201277-98de-46f0-892d-499b59a4a0e4,Direct,Launch Promo,(direct),none,1,1,10.0,1,1,222.69658745033925,0
2023-05-04,7d1e4dcb-c7f0-4a1d-be40-03a223bac213,e204fd79-9104-4059-994b-700ce17758f7,Referral,New Year Deal,(direct),referral,10,3,108.9584159358074,0,0,73.7579769965048,0
2023-03-15,0f74d41d-1b82-4bdc-86e2-2bd31edf8093,c0bcce94-f86b-4b41-9358-eb9178991179,Organic Search,Launch Promo,google_search,organic,6,3,56.23076190635322,0,0,486.0338950384024,0
2023-11-06,a16fc1b2-cda4-440b-ba12-ac32bfd58954,b14e2a33-8ffa-4da5-a920-036cafa5a218,Organic Search,Launch Promo,google_search,organic,1,5,10.0,0,2,387.279213512856,0
2023-02-22,10d98dd6-0c30-4cca-b2f3-7c738f135a32,366f27d9-b31a-4dfb-b0cb-4be0e0876178,Social,Holiday Special,facebook,social,1,5,251.85540302715316,0,0,292.10062989111793,0
2023-04-06,b73106d7-fc49-4fb7-a770-fbfd4b9414f0,e2a97d07-ab29-4e5e-940b-1cf71ce9ec22,Social,(not set),facebook,social,6,1,192.4891290761154,1,1,201.04685058301584,0
2023-03-30,7678cf18-c4f8-4ebf-a8c0-03d403911114,13f958c7-c4af-4e66-b265-b127af85e434,Organic Search,Launch Promo,google_search,organic,4,1,162.7260301238048,0,0,56.26961161875343,0
2023-04-16,05cf9891-f390-4de9-b575-0cad61d55659,75755c25-4389-4b47-bfd0-d800d031582a,Social,New Year Deal,facebook,none,4,1,194.14896495690698,1,0,143.90748241453485,0
2023-10-04,2513bee0-5c15-4e06-ae05-2019f7d6a179,bd15105d-d692-4e8c-9826-8c4b8dcdd5a8,Social,Summer Sale,facebook,social,8,3,180.8101909977808,0,1,139.0318172932723,0
2023-07-04,8eaf9312-44ac-4048-8208-ad9db4a81dcf,82ea1434-82e7-420d-b7bf-754da4c56de4,Direct,Holiday Special,google,none,3,3,212.96953257451653,0,0,79.3473490614339,0
2023-08-18,40e46f3b-b84d-4b4f-ace5-fd3cff3801a7,c6edb829-a2e6-4850-b30d-a478b6a0e270,Paid Search,Black Friday,google,cpc,2,1,164.5605869204593,1,1,184.94501257053935,0
2023-02-18,0b983e04-2273-4728-8ab7-615552aee931,78a25c9d-d041-4164-9e0e-1cbb2380df66,Social,New Year Deal,google,none,6,4,207.72506447362602,1,1,282.86052515917584,0
2023-01-24,0ed4b918-cd9d-44e7-a4e2-db3641d3710e,d50340b5-a238-4a6b-821a-ca30556921a0,Social,New Year Deal,(direct),none,6,3,249.8352862948862,1,1,43.305299072457856,0
2023-03-16,913a3349-50e8-4da3-bdbe-8b56b961b498,aff0e5d0-45dc-4ec0-8a6c-9c4a785674fa,Referral,(not set),(direct),referral,1,2,101.70425204858194,1,0,99.43652876840696,0
2023-06-05,bc1726d5-dae3-47de-9bfc-2afc1d24168e,bcb5f736-0ce9-4e1a-a58d-15a168314201,Social,(not set),facebook,social,7,1,89.97992771491069,1,2,127.13559286613561,0
2023-10-15,872a7cbe-8d95-4cb0-bb60-7fb510a8db8b,4ad6d659-f062-4fc4-9c22-b159c900d92f,Direct,New Year Deal,bing,none,10,1,86.01282001113081,0,0,68.4553854440956,0
2023-01-20,90c5186d-9caf-4c2b-a4fa-c47a258020c2,e1f319a5-de93-46b3-bf51-348b59729ef8,Organic Search,(not set),google_search,organic,4,4,90.65898466579239,1,0,218.11930026476836,0
2023-04-15,02a4bcaa-63ff-41fb-b5c4-5c0c09d9fc78,8796ddc2-e39f-4a23-a1e3-75575ee5afce,Organic Search,Black Friday,google_search,organic,3,4,205.4197210922438,0,0,0.0,0
2023-10-30,574bf494-b252-4391-b17f-4a9947221693,c512f49f-b79b-434f-a385-00d0b7ad08f9,Paid Search,Launch Promo,google,cpc,3,4,89.13692340752367,0,0,240.55268713950923,1
2023-03-05,3b2884de-077f-49f7-9825-f8995d511ff0,99980f6d-7fed-4d1c-9b01-9fd9faeccbc8,Social,Black Friday,facebook,social,7,1,10.0,0,0,208.8947130684988,0
2023-10-26,e2cfb5b4-92d5-45fb-b218-b34494d0be96,07329eec-7851-44a9-bfe7-5d5c76f47d60,Organic Search,New Year Deal,google_search,organic,7,4,163.0023962112395,0,0,0.0,0
2023-07-29,3386f366-b09d-4c3d-b8c5-0abbb79fd422,a26d6804-aab0-4793-ad01-f12e7e6dab6e,Social,Black Friday,facebook,social,2,2,231.18934022578946,0,0,0.0,0
2023-12-01,3eb66eef-db11-4794-b3c6-07ce25dddd18,98a99ba0-994d-44fe-8ede-5db4098f4562,Referral,(not set),bing,none,7,3,238.16158094812977,1,1,146.7020227881975,0
2023-11-07,45aa1ac8-1245-4a27-8bc6-fb5c69151644,96a1d788-f2f2-47b3-ad78-b8ccf6e60d32,Referral,Black Friday,(direct),referral,8,5,254.71041053859432,1,0,159.34822112647004,0
2023-03-23,8013eea5-3ff4-4357-9c98-8b39560d29e2,8e460ba1-a9d5-4305-9bdf-f95f416e69d2,Referral,New Year Deal,(direct),referral,5,4,212.69282796964626,1,0,195.9852971232517,0
